#Constant Temperature fit results; RIPL III discrete level library; December 2021 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]     
#-------------------------------------------------------------------------------------------------------------------------
  43 111 Tc   0.52340   0.03598   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  43 112 Tc   0.52793   0.03827   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  43 113 Tc   0.53132   0.03986   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  43 114 Tc   0.53313   0.04041   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  43 115 Tc   0.53357   0.03994   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 116 Tc   0.53301   0.03864   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 117 Tc   0.53184   0.03676   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 118 Tc   0.53049   0.03457   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 119 Tc   0.52936   0.03237   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 120 Tc   0.52888   0.03043   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 121 Tc   0.52950   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  43 122 Tc   0.53168   0.02827   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44  85 Ru   1.00755   0.08836   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44  86 Ru   1.03507   0.09578   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44  87 Ru   1.04480   0.09882   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44  88 Ru   1.03294   0.09581   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  44  89 Ru   1.00216   0.08790   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  44  90 Ru   0.95769   0.07751   1.06841   0.15593  30   8   7   4  3.03630  2.52400  1.983E-02       0             0.000
  44  91 Ru   0.90511   0.06705  -0.01537   0.15683  44  15   7   1  2.40930  0.00000  4.974E-02       0             5.207
  44  92 Ru   0.84933   0.05823   1.18596   0.12062  39   9   7   1  3.01450  0.00000  2.734E-02       0             0.000
  44  93 Ru   0.79406   0.05177   0.36266   0.11517  46  12   7   1  2.28050  0.00000  4.305E-02       0             5.200
  44  94 Ru   0.74183   0.04753   1.36301   0.10564  75  12   7   4  3.25470  2.49800  6.863E-02   F   0             3.302
  44  95 Ru   0.69413   0.04488   0.31752   0.10967  72  18   7   2  2.29400  0.78770  1.238E-01   F   0             3.573
  44  96 Ru   0.65175   0.04313   0.94875   0.13169 115  43   7   8  3.38051  2.46216  7.321E-03 *     0             3.288
  44  97 Ru   0.61498   0.04174  -0.17445   0.11030 135  27   7   4  2.02010  0.52784  4.718E-02 *     0             3.225
  44  98 Ru   0.58389   0.04040   0.71604   0.12117 135  40   7   9  2.86740  2.22265  1.414E-02 *     0             2.608
  44  99 Ru   0.55839   0.03894  -0.42105   0.10016 121  24   7   4  1.41405  0.34090  3.171E-02 *     0             2.579
  44 100 Ru   0.53842   0.03730   0.70709   0.12347 199  61   7  13  2.91555  2.09910  4.359E-03 *     0             2.543
  44 101 Ru   0.52374   0.03546  -0.69907   0.10616 151  30  13   9  1.11100  0.54512  1.042E-02 *     0             2.468
  44 102 Ru   0.51345   0.03353   0.71657   0.09074 137  27   7   7  2.46739  1.58056  2.245E-02 *     0             2.555
  44 103 Ru   0.50672   0.03165  -0.90332   0.10391 132  39  18   6  0.95440  0.23820  1.041E-02 *     0             2.291
  44 104 Ru   0.50297   0.02999   0.66003   0.08520  70  34   7  10  2.61897  1.55640  3.933E-02 *     0             3.034
  44 105 Ru   0.50168   0.02874  -0.89876   0.07925  72  37   7   4  0.90319  0.15952  1.517E-01   F   0             2.120
  44 106 Ru   0.50245   0.02810   0.28954   0.05821  50   9   7   2  1.39221  0.27007  4.897E-02       0             0.000
  44 107 Ru   0.50488   0.02827  -0.84002   0.07282  56  25   7   1  0.74142  0.00000  1.563E-01   F   0             3.511
  44 108 Ru   0.50861   0.02929   0.13975   0.06236  46  10   7   4  1.24917  0.70783  8.843E-02   F   0             2.564
  44 109 Ru   0.51323   0.03110  -0.92453   0.07165  57  15   7   1  0.40770  0.00000  2.448E-01   F   0             2.455
  44 110 Ru   0.51832   0.03345   0.14430   0.06723  87   8   7   2  1.23910  0.24073  4.075E-02       0             0.000
  44 111 Ru   0.52340   0.03598  -0.87436   0.09426  73  28   7   1  0.86350  0.00000  1.351E-01   F   0             3.459
  44 112 Ru   0.52793   0.03827   0.03158   0.08122  64  10   7   6  1.23534  0.98068  6.231E-02   F   0             3.142
  44 113 Ru   0.53132   0.03986   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  44 114 Ru   0.53313   0.04041   0.13789   0.08340  21   9   7   2  1.37250  0.26519  1.517E-01   F   0             0.000
  44 115 Ru   0.53357   0.03994   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  44 116 Ru   0.53301   0.03864   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  44 117 Ru   0.53184   0.03676   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  44 118 Ru   0.53049   0.03457   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  44 119 Ru   0.52936   0.03237   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  44 120 Ru   0.52888   0.03043   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 121 Ru   0.52950   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 122 Ru   0.53168   0.02827   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 123 Ru   0.53594   0.02827   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 124 Ru   0.54290   0.02897   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  44 125 Ru   0.55331   0.03022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45  88 Rh   1.03294   0.09581   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45  89 Rh   1.00216   0.08790   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45  90 Rh   0.95769   0.07751   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  45  91 Rh   0.90511   0.06705   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  45  92 Rh   0.84933   0.05823   0.28202   0.11690  23   8   7   1  2.15170  0.00000  1.133E-01   F   0             0.000
  45  93 Rh   0.79406   0.05177   0.61336   0.13831  32  15  14   1  2.89050  0.00000  1.294E-01   F   0             5.178
  45  94 Rh   0.74183   0.04753   0.48016   0.09794  40   9   7   1  2.27586  0.00000  2.418E-01   F   0             0.000
  45  95 Rh   0.69413   0.04488   1.25692   0.11999  46  15  14   1  3.12943  0.00000  8.291E-03       0             5.508
  45  96 Rh   0.65175   0.04313  -0.89028   0.10335  49  17   7   2  0.93876  0.05198  1.353E-01   F   0             3.722
  45  97 Rh   0.61498   0.04174  -0.22601   0.11885  87  21  14   2  1.63500  0.25876  2.444E-02       0             3.213
  45  98 Rh   0.58389   0.04040  -1.02631   0.09009  72  13   7   1  0.41090  0.00000  1.959E-01   F   0             0.000
  45  99 Rh   0.55839   0.03894  -0.38272   0.09398 159  17   7   2  1.16760  0.06440  2.451E-02 *     0             2.710
  45 100 Rh   0.53842   0.03730  -1.25902   0.10866  67  25  14   1  0.44551  0.00000  3.019E-02 *     0             2.668
  45 101 Rh   0.52374   0.03546  -0.35986   0.08568 128  17   7   3  1.05800  0.18178  3.118E-02 *     0             2.731
  45 102 Rh   0.51345   0.03353  -1.23406   0.10935 113  47  14   2  0.73075  0.04194  3.471E-02 *     0             3.394
  45 103 Rh   0.50672   0.03165  -0.39065   0.09595 215  42   9   6  1.53050  0.53684  2.419E-02 *     0             2.705
  45 104 Rh   0.50297   0.02999  -1.24113   0.11071 181  93  14   9  1.03094  0.21306  2.577E-02 *     0             3.012
  45 105 Rh   0.50168   0.02874  -0.59865   0.08851 144  45   9   6  1.40595  0.46937  2.736E-02 *     0             2.831
  45 106 Rh   0.50245   0.02810   0.04251   0.05792  26   9   7   1  1.20750  0.00000  2.384E-01   F   0             0.000
  45 107 Rh   0.50488   0.02827  -0.64147   0.08181  84  29  11   3  1.04195  0.26836  1.800E-02 *     0             2.751
  45 108 Rh   0.50861   0.02929   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  45 109 Rh   0.51323   0.03110  -0.64663   0.09425  79  30  14   3  1.09625  0.22587  4.689E-02       0             2.810
  45 110 Rh   0.51832   0.03345   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  45 111 Rh   0.52340   0.03598  -0.77372   0.10054  62  19  14   1  0.73270  0.00000  7.757E-02   F   0             2.784
  45 112 Rh   0.52793   0.03827  -0.43993   0.07891  21   9   7   1  0.74289  0.00000  6.397E-02   F   0             0.000
  45 113 Rh   0.53132   0.03986  -0.60323   0.11710  65  25  14   1  1.07573  0.00000  2.761E-02       0             3.104
  45 114 Rh   0.53313   0.04041   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  45 115 Rh   0.53357   0.03994  -0.41986   0.10678  32  15  14   1  1.01060  0.00000  3.806E-02       0             2.975
  45 116 Rh   0.53301   0.03864   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  45 117 Rh   0.53184   0.03676   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 118 Rh   0.53049   0.03457   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  45 119 Rh   0.52936   0.03237   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 120 Rh   0.52888   0.03043   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  45 121 Rh   0.52950   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 122 Rh   0.53168   0.02827   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  45 123 Rh   0.53594   0.02827   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 124 Rh   0.54290   0.02897   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 125 Rh   0.55331   0.03022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 126 Rh   0.56816   0.03182   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 127 Rh   0.58845   0.03359   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  45 128 Rh   0.61433   0.03541   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46  90 Pd   0.95769   0.07751   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46  91 Pd   0.90511   0.06705   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46  92 Pd   0.84933   0.05823   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  46  93 Pd   0.79406   0.05177   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  46  94 Pd   0.74183   0.04753   0.00000   1.00000  17   1   1   2  0.00000  0.81380                  0             0.000
  46  95 Pd   0.69413   0.04488   0.51937   0.09295  40   9   7   1  2.02493  0.00000  1.706E-02       0             0.000
  46  96 Pd   0.65175   0.04313   0.00000   1.00000  15   1   1   2  0.00000  1.41531                  0             0.000
  46  97 Pd   0.61498   0.04174   0.33118   0.12665 171  43   7   1  2.63978  0.00000  3.837E-02       0             4.037
  46  98 Pd   0.58389   0.04040   1.16459   0.09812 204  17   7   3  2.78400  1.54124  4.513E-02       0             3.594
  46  99 Pd   0.55839   0.03894  -0.33653   0.08074  75   9   7   1  0.83245  0.00000  1.224E-01   F   0             0.000
  46 100 Pd   0.53842   0.03730   1.07214   0.09190  95  18   7   3  2.62150  1.41609  3.511E-02       0             2.846
  46 101 Pd   0.52374   0.03546  -0.36857   0.09246  66  26   7   1  1.61460  0.00000  5.377E-02 * F   0             2.864
  46 102 Pd   0.51345   0.03353   0.90151   0.09906  99  38   7   6  2.76900  1.65810  1.112E-02 *     0             2.560
  46 103 Pd   0.50672   0.03165  -0.49972   0.07584 105  17   7   4  0.90412  0.26686  1.787E-02 *     0             2.476
  46 104 Pd   0.50297   0.02999   0.74170   0.08779 150  36   7   8  2.53340  1.82065  1.143E-02 *     0             2.383
  46 105 Pd   0.50168   0.02874  -0.58886   0.08730 108  32  13   5  1.14234  0.34490  8.660E-03 *     0             2.506
  46 106 Pd   0.50245   0.02810   0.67917   0.08044 136  34   7   4  2.50031  1.13376  1.868E-02 *     0             2.343
  46 107 Pd   0.50488   0.02827  -0.60413   0.08263 104  47   7   5  1.59000  0.31220  3.712E-02 *     0             2.711
  46 108 Pd   0.50861   0.02929   0.54359   0.07043  93  17   7   8  2.09867  1.44118  6.019E-02 * F   0             2.487
  46 109 Pd   0.51323   0.03110  -0.97958   0.09525 138  33  14   3  0.84610  0.18899  1.090E-02 *     0             2.481
  46 110 Pd   0.51832   0.03345   0.17012   0.06732 193   8   7   6  1.21448  1.17065  8.280E-02   F   0             0.000
  46 111 Pd   0.52340   0.03598  -0.82290   0.09005  47  22   7   3  0.78890  0.17218  1.243E-01   F   0             2.587
  46 112 Pd   0.52793   0.03827   0.07028   0.07700  89   8   7   4  1.13983  0.88296  7.066E-02   F   0             0.000
  46 113 Pd   0.53132   0.03986  -0.87312   0.09367  42  17   7   1  0.57310  0.00000  1.131E-01   F   0             2.801
  46 114 Pd   0.53313   0.04041   0.16378   0.08343  63   9   7   4  1.39192  0.85237  1.365E-01   F   0             0.000
  46 115 Pd   0.53357   0.03994  -0.74380   0.08746  28  12   7   1  0.57560  0.00000  4.861E-02       0             2.936
  46 116 Pd   0.53301   0.03864   0.38076   0.07994  49   9   7   2  1.55897  0.34026  6.918E-02   F   0             0.000
  46 117 Pd   0.53184   0.03676   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  46 118 Pd   0.53049   0.03457   0.49415   0.06943  20   8   7   1  1.67140  0.00000  1.480E-01   F   0             0.000
  46 119 Pd   0.52936   0.03237   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 120 Pd   0.52888   0.03043   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  46 121 Pd   0.52950   0.02901   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  46 122 Pd   0.53168   0.02827   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  46 123 Pd   0.53594   0.02827   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  46 124 Pd   0.54290   0.02897   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  46 125 Pd   0.55331   0.03022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  46 126 Pd   0.56816   0.03182   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
